%time x_sig v_sig adc_sig k_sig
0.01623 -9.92701469641e-06 0.0811173727308 15 6
0.01624 -8.99475954866e-06 0.0932255147747 15 6
0.01625 -8e-06 0.0994759548659 15 6
0.01626 -7.00524045134e-06 0.0994759548659 15 6
0.01627 -6.07298530359e-06 0.0932255147747 15 6
0.01628 -5.26181157629e-06 0.0811173727308 15 6
0.01629 -4.62268829799e-06 0.0639123278293 12 6
0.0163 -4.19577393482e-06 0.0426914363172 8 6
0.01631 -4.00789308629e-06 0.0187880848532 4 6
0.01632 -4.07085099709e-06 -0.00629579107984 -1 6
0.01633 -4.38069179014e-06 -0.0309840793051 -6 6
0.01634 -4.9179470289e-06 -0.0537255238761 -10 6
0.01635 -5.64885899083e-06 -0.0730911961933 -14 6
0.01636 -6.52750178926e-06 -0.0878642798431 -15 6
0.01637 -7.49866706574e-06 -0.0971165276482 -15 6
0.01638 -8.50133293426e-06 -0.100266586851 -15 6
0.01639 -9.47249821074e-06 -0.0971165276481 -15 6
0.0164 -1.03511410092e-05 -0.0878642798431 -15 6
0.01641 -1.10820529711e-05 -0.0730911961933 -14 6
0.01642 -1.16193082099e-05 -0.0537255238761 -10 6
0.01643 -1.19291490029e-05 -0.0309840793051 -6 6
0.01644 -1.19921069137e-05 -0.00629579107983 -1 6
0.01645 -1.18042260652e-05 0.0187880848533 4 6
0.01646 -1.1377311702e-05 0.0426914363173 8 6
0.01647 -1.07381884237e-05 0.0639123278293 12 6
0.01648 -9.92701469641e-06 0.0811173727308 15 6
0.01649 -8.99475954866e-06 0.0932255147747 15 6
0.0165 -8e-06 0.0994759548659 15 5
0.01651 -7.00524045134e-06 0.0994759548659 10 5
0.01652 -6.07298530359e-06 0.0932255147747 9 5
0.01653 -5.26181157629e-06 0.0811173727308 8 5
0.01654 -4.62268829799e-06 0.0639123278293 6 5
0.01655 -4.19577393482e-06 0.0426914363172 4 5
0.01656 -4.00789308629e-06 0.0187880848532 2 5
0.01657 -4.07085099709e-06 -0.00629579107984 -1 5
0.01658 -4.38069179014e-06 -0.0309840793051 -3 5
0.01659 -4.9179470289e-06 -0.0537255238761 -5 5
0.0166 -5.64885899083e-06 -0.0730911961933 -7 5
0.01661 -6.52750178926e-06 -0.0878642798431 -8 5
0.01662 -7.49866706574e-06 -0.0971165276482 -9 5
0.01663 -8.50133293426e-06 -0.100266586851 -10 5
0.01664 -9.47249821074e-06 -0.0971165276481 -9 5
0.01665 -1.03511410092e-05 -0.0878642798431 -8 5
0.01666 -1.10820529711e-05 -0.0730911961933 -7 5
0.01667 -1.16193082099e-05 -0.0537255238761 -5 5
0.01668 -1.19291490029e-05 -0.0309840793051 -3 5
0.01669 -1.19921069137e-05 -0.00629579107983 -1 5
0.0167 -1.18042260652e-05 0.0187880848532 2 5
0.01671 -1.1377311702e-05 0.0426914363173 4 5
0.01672 -1.07381884237e-05 0.0639123278293 6 5
0.01673 -9.92701469641e-06 0.0811173727308 8 5
0.01674 -8.99475954866e-06 0.0932255147747 9 5
0.01675 -8e-06 0.0994759548659 10 5
0.01676 -7.00524045134e-06 0.0994759548659 10 5
0.01677 -6.07298530359e-06 0.0932255147747 9 5
0.01678 -5.26181157629e-06 0.0811173727308 8 5
0.01679 -4.62268829799e-06 0.0639123278293 6 5
0.0168 -4.19577393482e-06 0.0426914363172 4 5
0.01681 -4.00789308629e-06 0.0187880848532 2 5
0.01682 -4.07085099709e-06 -0.00629579107984 -1 5
0.01683 -4.38069179014e-06 -0.0309840793051 -3 5
0.01684 -4.9179470289e-06 -0.0537255238761 -5 5
0.01685 -5.64885899083e-06 -0.0730911961933 -7 5
0.01686 -6.52750178926e-06 -0.0878642798431 -8 5
0.01687 -7.49866706574e-06 -0.0971165276481 -9 5
0.01688 -8.50133293426e-06 -0.100266586851 -10 5
0.01689 -9.47249821074e-06 -0.0971165276481 -9 5
0.0169 -1.03511410092e-05 -0.0878642798431 -8 5
0.01691 -1.10820529711e-05 -0.0730911961933 -7 5
0.01692 -1.16193082099e-05 -0.0537255238761 -5 5
0.01693 -1.19291490029e-05 -0.0309840793051 -3 5
0.01694 -1.19921069137e-05 -0.00629579107983 -1 5
0.01695 -1.18042260652e-05 0.0187880848532 2 5
0.01696 -1.1377311702e-05 0.0426914363173 4 5
0.01697 -1.07381884237e-05 0.0639123278293 6 5
0.01698 -9.92701469641e-06 0.0811173727308 8 5
0.01699 -8.99475954866e-06 0.0932255147747 9 5
0.017 -8e-06 0.0994759548659 10 5
0.01701 -7.00524045134e-06 0.0994759548659 10 5
0.01702 -6.07298530359e-06 0.0932255147747 9 5
0.01703 -5.26181157629e-06 0.0811173727308 8 5
0.01704 -4.62268829799e-06 0.0639123278293 6 5
0.01705 -4.19577393482e-06 0.0426914363173 4 5
0.01706 -4.00789308629e-06 0.0187880848532 2 5
0.01707 -4.07085099709e-06 -0.00629579107984 -1 5
0.01708 -4.38069179014e-06 -0.0309840793051 -3 5
0.01709 -4.9179470289e-06 -0.0537255238761 -5 5
0.0171 -5.64885899083e-06 -0.0730911961933 -7 5
0.01711 -6.52750178926e-06 -0.0878642798431 -8 5
0.01712 -7.49866706574e-06 -0.0971165276481 -9 5
0.01713 -8.50133293426e-06 -0.100266586851 -10 5
0.01714 -9.47249821074e-06 -0.0971165276481 -9 5
0.01715 -1.03511410092e-05 -0.0878642798431 -8 5
0.01716 -1.10820529711e-05 -0.0730911961933 -7 5
0.01717 -1.16193082099e-05 -0.0537255238761 -5 5
0.01718 -1.19291490029e-05 -0.0309840793051 -3 5
0.01719 -1.19921069137e-05 -0.00629579107983 -1 5
0.0172 -1.18042260652e-05 0.0187880848532 2 5
0.01721 -1.1377311702e-05 0.0426914363173 4 5
0.01722 -1.07381884237e-05 0.0639123278294 6 5
0.01723 -9.92701469641e-06 0.0811173727308 8 5
0.01724 -8.99475954866e-06 0.0932255147747 9 5
0.01725 -8e-06 0.0994759548659 10 5
0.01726 -7.00524045134e-06 0.0994759548659 10 5
0.01727 -6.07298530359e-06 0.0932255147747 9 5
0.01728 -5.26181157629e-06 0.0811173727308 8 5
0.01729 -4.62268829799e-06 0.0639123278293 6 5
0.0173 -4.19577393482e-06 0.0426914363173 4 5
0.01731 -4.00789308629e-06 0.0187880848532 2 5
0.01732 -4.07085099709e-06 -0.00629579107984 -1 5
0.01733 -4.38069179014e-06 -0.0309840793051 -3 5
0.01734 -4.9179470289e-06 -0.0537255238761 -5 5
0.01735 -5.64885899083e-06 -0.0730911961933 -7 5
0.01736 -6.52750178926e-06 -0.0878642798431 -8 5
0.01737 -7.49866706574e-06 -0.0971165276481 -9 5
0.01738 -8.50133293426e-06 -0.100266586851 -10 5
0.01739 -9.47249821074e-06 -0.0971165276482 -9 5
0.0174 -1.03511410092e-05 -0.0878642798431 -8 5
0.01741 -1.10820529711e-05 -0.0730911961933 -7 5
0.01742 -1.16193082099e-05 -0.0537255238761 -5 5
0.01743 -1.19291490029e-05 -0.0309840793051 -3 5
0.01744 -1.19921069137e-05 -0.00629579107983 -1 5
0.01745 -1.18042260652e-05 0.0187880848532 2 5
